Date,Open,High,Low,Close,Adj Close,Volume
1988-09-21,27.007648,27.157026,26.888145,27.067400,11.382031,2819598
1988-09-22,27.037523,27.216778,26.768642,26.768642,11.256392,5337110
1988-09-23,26.768642,27.097275,26.708891,26.977772,11.344342,3769366
1988-09-26,27.007648,27.157026,26.828394,26.828394,11.281528,3561839
1988-09-27,26.858271,27.157026,26.619265,27.067400,11.382031,5041302
1988-09-28,27.007648,27.276529,27.007648,27.216778,11.444844,4166009
1988-09-29,27.246655,27.605164,27.186901,27.575287,11.595600,5679362
1988-09-30,27.575287,27.844168,27.425907,27.575287,11.595600,6775151
1988-10-03,27.515535,27.545410,27.246655,27.455784,11.545344,4363912
1988-10-04,27.455784,27.575287,27.336281,27.366158,11.507658,3493640
1988-10-05,27.276529,27.336281,26.947897,27.216778,11.444844,4732522
1988-10-06,27.097275,27.276529,27.097275,27.246655,11.457402,3256407
1988-10-07,27.545410,27.784416,27.425907,27.724665,11.658417,8255450
1988-10-10,27.724665,27.844168,27.605164,27.754541,11.670981,3499916
1988-10-11,27.784416,28.381931,27.754541,28.381931,11.934802,6712391
1988-10-12,28.142925,28.322180,28.083174,28.083174,11.809174,7598562
1988-10-13,28.172800,28.620937,28.142925,28.352055,11.922238,6380182
1988-10-14,28.650812,28.740440,28.531309,28.620937,12.035304,9393080
1988-10-17,28.591061,29.128824,28.531309,28.949570,12.173496,4568928
1988-10-18,28.979446,29.726337,28.949570,29.726337,12.500136,7404843
1988-10-19,29.696463,29.815966,28.800192,29.248327,12.299128,9395590
1988-10-20,29.308079,29.845840,29.248327,29.845840,12.550382,7140833
1988-10-21,29.786091,29.786091,29.547085,29.726337,12.500136,8092693
1988-10-24,29.786091,29.786091,29.427582,29.427582,12.374508,4281487
1988-10-25,29.457457,29.517208,29.218451,29.367830,12.349381,4301152
1988-10-26,29.278202,29.278202,29.039198,29.069073,12.223748,3825431
1988-10-27,28.979446,28.979446,28.561186,28.740440,12.085557,5645053
1988-10-28,28.859943,28.979446,28.770315,28.859943,12.135798,3984005
1988-10-31,28.740440,29.367830,28.740440,29.308079,12.324254,5299873
1988-11-01,29.367830,29.726337,29.278202,29.636711,12.462441,5344642
1988-11-02,29.547085,29.606836,29.098948,29.367830,12.349381,4284416
1988-11-03,29.367830,29.367830,29.188576,29.218451,12.286556,3801582
1988-11-04,28.770315,29.009321,28.740440,28.740440,12.195285,7183091
1988-11-07,28.680689,28.710564,28.352055,28.471558,12.081192,6021613
1988-11-08,28.591061,28.830067,28.531309,28.620937,12.144586,4671854
1988-11-09,28.561186,28.680689,28.322180,28.650812,12.157255,5820362
1988-11-10,28.620937,28.770315,28.591061,28.620937,12.144586,4721644
1988-11-11,28.441683,28.501434,27.814293,27.874044,11.827657,5795677
1988-11-14,28.023422,28.083174,27.814293,27.993547,11.878366,5555934
1988-11-15,28.023422,28.232553,27.963671,28.083174,11.916391,4276048
1988-11-16,28.083174,28.083174,27.366158,27.605164,11.713558,7767596
1988-11-17,27.664913,27.724665,27.455784,27.605164,11.713558,5172679
1988-11-18,27.694790,27.754541,27.575287,27.664913,11.738905,4771852
1988-11-21,27.605164,27.635038,27.276529,27.635038,11.726230,4244250
1988-11-22,27.605164,28.023422,27.575287,27.963671,11.865683,4291947
1988-11-23,28.023422,28.322180,27.963671,28.202677,11.967102,3266030
1988-11-25,27.903919,27.903919,27.724665,27.724665,11.764270,2765624
1988-11-28,27.784416,28.620937,27.784416,28.411806,12.055839,6245038
1988-11-29,28.531309,28.620937,28.113050,28.531309,12.106544,7092717
1988-11-30,28.501434,28.620937,28.262428,28.322180,12.017807,5317446
1988-12-01,28.292303,28.381931,28.142925,28.262428,11.992460,3755977
1988-12-02,28.113050,28.531309,28.113050,28.501434,12.093868,5681035
1988-12-05,28.561186,29.069073,28.561186,28.889818,12.258675,5771828
1988-12-06,28.889818,29.188576,28.800192,29.188576,12.385443,5307404
1988-12-07,29.128824,29.337954,28.889818,28.919695,12.271351,5877683
1988-12-08,28.830067,29.009321,28.531309,28.531309,12.106544,3805766
1988-12-09,28.591061,28.859943,28.591061,28.770315,12.207963,4720807
1988-12-12,28.800192,29.128824,28.710564,28.800192,12.220645,3748027
1988-12-13,28.740440,28.859943,28.561186,28.859943,12.245991,4014966
1988-12-14,28.770315,29.098948,28.740440,28.800192,12.220645,5003227
1988-12-15,29.009321,29.069073,28.740440,28.919695,12.271351,3871874
1988-12-16,28.979446,29.128824,28.949570,28.979446,12.296698,8397706
1988-12-19,28.979446,29.457457,28.949570,29.337954,12.448830,5949648
1988-12-20,29.606836,29.666588,29.397705,29.457457,12.499536,8809830
1988-12-21,29.427582,29.547085,29.337954,29.397705,12.474181,5051762
1988-12-22,29.367830,29.457457,29.248327,29.278202,12.423471,3334648
1988-12-23,29.397705,29.517208,29.337954,29.487333,12.512212,1936774
1988-12-27,29.397705,29.606836,29.308079,29.427582,12.486860,2405800
1988-12-28,29.397705,29.427582,29.128824,29.278202,12.423471,2440109
1988-12-29,29.278202,29.636711,29.278202,29.457457,12.499536,3227119
1988-12-30,29.517208,29.547085,29.069073,29.128824,12.360084,2474418
1989-01-03,29.128824,29.218451,28.830067,28.919695,12.271351,6041696
1989-01-04,29.039198,29.308079,28.979446,29.278202,12.423471,5323722
1989-01-05,29.278202,29.427582,29.158701,29.218451,12.398114,6044206
1989-01-06,29.278202,29.337954,29.009321,29.128824,12.360084,5338784
1989-01-09,29.069073,29.248327,29.039198,29.158701,12.372768,4816202
1989-01-10,29.188576,29.278202,28.889818,28.949570,12.284021,4492361
1989-01-11,28.949570,29.218451,28.859943,29.218451,12.398114,4025845
1989-01-12,29.278202,29.666588,29.218451,29.427582,12.486860,8292270
1989-01-13,29.427582,29.576960,29.248327,29.487333,12.512212,4893188
1989-01-16,29.547085,29.905594,29.487333,29.696463,12.600954,5225816
1989-01-17,29.606836,29.756214,29.517208,29.606836,12.562919,4927497
1989-01-18,29.606836,29.875717,29.188576,29.875717,12.677016,8244990
1989-01-19,29.845840,29.965343,29.576960,29.696463,12.600954,7303590
1989-01-20,29.636711,29.726337,29.517208,29.547085,12.537560,4252199
1989-01-23,29.517208,29.666588,29.188576,29.248327,12.410801,4003670
1989-01-24,29.248327,29.786091,29.188576,29.696463,12.600954,5827057
1989-01-25,29.696463,29.726337,29.397705,29.457457,12.499536,5929565
1989-01-26,29.427582,30.353727,29.427582,30.114723,12.778428,10714806
1989-01-27,30.293978,30.562859,30.204350,30.323853,12.867169,12449492
1989-01-30,30.443356,30.891491,30.413481,30.771990,13.057324,8620714
1989-01-31,30.771990,31.279877,30.443356,31.220123,13.247478,9951226
1989-02-01,31.010994,31.279877,30.891491,30.981119,13.146059,9072586
1989-02-02,30.771990,31.040871,30.562859,30.682362,13.130722,7101503
1989-02-03,30.592733,30.801865,30.323853,30.532984,13.066788,6500262
1989-02-06,30.413481,30.562859,30.174475,30.264101,12.951727,5024566
1989-02-07,30.174475,30.742113,30.174475,30.503107,13.054006,6471811
1989-02-08,30.622610,30.682362,30.323853,30.353727,12.990082,6396499
1989-02-09,30.204350,30.473230,30.114723,30.204350,12.926156,6635824
1989-02-10,30.054972,30.264101,29.875717,29.875717,12.785512,8056710
1989-02-13,30.054972,30.174475,29.815966,30.114723,12.887794,5473509
1989-02-14,30.264101,30.293978,29.815966,29.815966,12.759940,4667670
1989-02-15,29.845840,30.383604,29.845840,30.353727,12.990082,6724525
1989-02-16,30.323853,30.323853,29.875717,30.084846,12.875010,5320374
1989-02-17,30.084846,30.264101,29.935469,29.935469,12.811082,5592753
1989-02-21,30.025097,30.114723,29.875717,29.995220,12.836658,4603655
1989-02-22,29.935469,29.995220,29.457457,29.487333,12.619294,5656768
1989-02-23,29.337954,29.547085,29.308079,29.487333,12.619294,6557165
1989-02-24,29.487333,29.517208,28.949570,28.949570,12.389157,7313214
1989-02-27,28.979446,29.128824,28.830067,29.069073,12.440299,7378902
1989-02-28,29.098948,29.218451,29.009321,29.039198,12.427522,5110338
1989-03-01,29.188576,29.248327,28.471558,28.650812,12.261311,6274326
1989-03-02,28.620937,28.889818,28.620937,28.800192,12.325239,5598192
1989-03-03,28.830067,28.919695,28.710564,28.889818,12.363595,3960574
1989-03-06,29.009321,29.069073,28.830067,29.039198,12.427522,5555515
1989-03-07,28.919695,28.949570,28.531309,28.650812,12.261311,7852531
1989-03-08,28.591061,28.830067,28.561186,28.591061,12.235729,5635011
1989-03-09,28.591061,28.650812,28.232553,28.352055,12.133451,5911574
1989-03-10,28.262428,28.322180,27.993547,28.262428,12.095092,7473042
1989-03-13,28.232553,28.591061,28.232553,28.411806,12.159029,5973078
1989-03-14,28.501434,28.531309,28.113050,28.172800,12.056738,4894862
1989-03-15,28.142925,28.381931,27.963671,27.963671,11.967240,6909876
1989-03-16,28.053299,28.381931,28.023422,28.232553,12.082306,9484710
1989-03-17,27.635038,27.844168,26.619265,26.888145,11.506962,19606642
1989-03-20,26.559511,26.619265,26.051624,26.171127,11.200109,16646462
1989-03-21,26.380259,26.410133,26.230881,26.320507,11.264030,14461159
1989-03-22,25.872372,26.141253,25.722992,26.111378,11.174540,10856225
1989-03-23,26.230881,26.350382,25.932121,26.201004,11.212892,8432852
1989-03-27,26.171127,26.380259,26.051624,26.320507,11.264030,5706139
1989-03-28,26.440010,26.499762,26.141253,26.290630,11.251246,5219122
1989-03-29,26.230881,26.380259,26.081501,26.201004,11.212892,5123726
1989-03-30,26.201004,26.230881,25.872372,25.991875,11.123391,6913642
1989-03-31,26.051624,26.171127,26.051624,26.081501,11.161757,4684825
1989-04-03,26.111378,26.171127,25.932121,25.932121,11.097827,5359704
1989-04-04,25.812620,25.932121,25.394360,25.603489,10.957179,9776753
1989-04-05,25.603489,25.812620,25.603489,25.752869,11.021107,6075168
1989-04-06,25.663240,25.872372,25.603489,25.812620,11.046683,4194042
1989-04-07,25.752869,26.350382,25.752869,26.230881,11.225678,6722433
1989-04-10,26.171127,26.350382,26.171127,26.290630,11.251246,3533806
1989-04-11,26.350382,26.619265,26.290630,26.559511,11.366313,4965990
1989-04-12,26.738768,26.828394,26.499762,26.559511,11.366313,4223330
1989-04-13,26.469885,26.529636,26.021749,26.111378,11.174540,4002833
1989-04-14,26.410133,26.768642,26.410133,26.499762,11.340749,7490197
1989-04-17,26.469885,26.708891,26.469885,26.619265,11.391892,3816645
1989-04-18,26.828394,27.037523,26.798517,27.007648,11.558106,6516162
1989-04-19,26.888145,27.037523,26.798517,26.858271,11.494176,6088138
1989-04-20,26.918020,26.977772,26.529636,26.858271,11.494176,5158454
1989-04-21,26.888145,27.127151,26.798517,27.127151,11.609246,6440850
1989-04-24,27.127151,27.336281,27.037523,27.127151,11.609246,6042951
1989-04-25,27.246655,27.515535,27.097275,27.366158,11.711533,8390175
1989-04-26,27.366158,27.425907,27.127151,27.366158,11.711533,5445894
1989-04-27,27.396032,27.664913,27.306404,27.396032,11.724318,7775546
1989-04-28,27.396032,27.396032,27.246655,27.276529,11.673165,4642148
1989-05-01,27.007648,27.157026,26.977772,27.097275,11.596458,4930007
1989-05-02,27.157026,27.186901,26.858271,26.858271,11.494176,3916224
1989-05-03,26.828394,26.888145,26.649139,26.649139,11.404675,5992325
1989-05-04,26.410133,26.559511,26.350382,26.440010,11.439316,4117056
1989-05-05,26.589388,26.619265,26.081501,26.141253,11.310064,6042951
1989-05-08,26.081501,26.230881,25.961998,26.171127,11.322981,5531248
1989-05-09,26.141253,26.320507,26.081501,26.230881,11.348835,6369722
1989-05-10,26.290630,26.350382,26.201004,26.201004,11.335908,5394850
1989-05-11,26.260756,26.260756,26.051624,26.081501,11.284213,4989838
1989-05-12,26.529636,26.589388,26.350382,26.469885,11.452244,7200246
1989-05-15,26.499762,26.977772,26.440010,26.947897,11.659058,8432015
1989-05-16,26.888145,27.037523,26.589388,26.619265,11.516872,8383899
1989-05-17,26.619265,26.738768,26.350382,26.649139,11.529798,7560070
1989-05-18,26.469885,26.888145,26.440010,26.768642,11.581491,7292712
1989-05-19,26.828394,26.888145,26.499762,26.559511,11.491018,11992599
1989-05-22,26.679014,26.738768,26.111378,26.260756,11.361761,8083488
1989-05-23,26.111378,26.260756,26.081501,26.171127,11.322981,8399798
1989-05-24,26.171127,26.320507,26.141253,26.230881,11.348835,7033304
1989-05-25,26.171127,26.350382,26.171127,26.201004,11.335908,4099483
1989-05-26,26.201004,26.290630,26.111378,26.171127,11.322981,3521254
1989-05-30,26.201004,26.230881,25.693117,25.872372,11.193731,6832890
1989-05-31,25.842495,26.320507,25.782743,26.201004,11.335908,7263842
1989-06-01,26.171127,26.469885,26.171127,26.290630,11.374682,5863458
1989-06-02,26.410133,26.499762,26.201004,26.320507,11.387608,6757997
1989-06-05,26.320507,26.320507,25.991875,26.051624,11.271279,5312425
1989-06-06,26.081501,26.230881,25.961998,26.201004,11.335908,7410282
1989-06-07,26.230881,26.380259,26.081501,26.171127,11.322981,4779383
1989-06-08,26.201004,26.201004,25.991875,26.111378,11.297137,5319538
1989-06-09,26.051624,26.171127,25.902246,25.902246,11.206653,5823291
1989-06-12,25.693117,26.051624,25.693117,26.021749,11.258356,8028259
1989-06-13,26.051624,26.679014,25.932121,26.529636,11.478091,9723616
1989-06-14,26.589388,26.649139,26.201004,26.380259,11.413469,5000717
1989-06-15,26.380259,26.410133,25.932121,26.141253,11.310064,6565114
1989-06-16,26.021749,26.201004,25.902246,26.171127,11.322981,11402655
1989-06-19,26.201004,26.410133,26.201004,26.380259,11.413469,5164730
1989-06-20,26.350382,26.589388,26.141253,26.171127,11.322981,4939212
1989-06-21,26.260756,26.380259,26.141253,26.230881,11.348835,5372674
1989-06-22,26.201004,26.260756,25.932121,26.081501,11.284213,6452146
1989-06-23,26.290630,26.559511,26.201004,26.499762,11.465165,8903134
1989-06-26,26.589388,26.947897,26.499762,26.768642,11.581491,7150874
1989-06-27,26.888145,27.366158,26.858271,27.336281,11.827087,10164191
1989-06-28,27.306404,27.515535,27.037523,27.216778,11.775388,7088533
1989-06-29,27.037523,27.067400,26.589388,26.649139,11.529798,6734148
1989-06-30,26.708891,26.798517,26.201004,26.738768,11.568575,7634545
1989-07-03,26.888145,26.888145,26.708891,26.828394,11.607351,2563955
1989-07-05,26.708891,26.947897,26.589388,26.768642,11.581491,4314122
1989-07-06,26.858271,26.858271,26.619265,26.679014,11.542723,3511631
1989-07-07,26.738768,26.947897,26.589388,26.798517,11.594431,5086907
1989-07-10,26.858271,27.485661,26.828394,27.396032,11.852942,7330786
1989-07-11,27.605164,27.694790,27.157026,27.216778,11.775388,7290620
1989-07-12,27.157026,27.515535,27.097275,27.425907,11.865864,4825826
1989-07-13,27.425907,27.545410,27.306404,27.455784,11.878791,4889422
1989-07-14,27.425907,27.485661,27.157026,27.425907,11.865864,6059687
1989-07-17,27.366158,27.844168,27.366158,27.724665,11.995131,5946301
1989-07-18,27.754541,27.903919,27.366158,27.425907,11.865864,6328718
1989-07-19,27.545410,27.605164,27.276529,27.336281,11.827087,5730406
1989-07-20,27.246655,27.396032,26.947897,26.947897,11.659058,5287739
1989-07-21,26.888145,27.336281,26.888145,27.276529,11.801232,6914897
1989-07-24,27.216778,27.276529,27.097275,27.127151,11.736611,3963922
1989-07-25,27.157026,27.336281,26.888145,26.947897,11.659058,4603237
1989-07-26,26.619265,26.918020,26.440010,26.888145,11.633210,9187646
1989-07-27,26.888145,27.007648,26.738768,27.007648,11.684904,6519090
1989-07-28,27.067400,27.306404,27.037523,27.097275,11.723685,4969337
1989-07-31,27.157026,27.545410,27.157026,27.485661,11.891715,5712415
1989-08-01,27.605164,27.844168,27.366158,27.396032,11.852942,8334528
1989-08-02,27.425907,27.485661,27.157026,27.246655,11.788314,6619506
1989-08-03,26.947897,27.246655,26.918020,27.186901,11.888653,9309400
1989-08-04,27.097275,27.664913,27.067400,27.605164,12.071553,10068378
1989-08-07,27.844168,28.113050,27.664913,28.053299,12.267522,9244548
1989-08-08,28.172800,28.531309,28.142925,28.262428,12.358968,11080069
1989-08-09,28.202677,28.471558,27.993547,27.993547,12.241397,6777243
1989-08-10,27.933796,28.262428,27.754541,28.083174,12.280581,5796932
1989-08-11,28.202677,28.262428,27.455784,27.605164,12.071553,7494799
1989-08-14,27.485661,27.844168,27.425907,27.754541,12.136875,6215750
1989-08-15,27.844168,27.844168,27.575287,27.784416,12.149934,4612442
1989-08-16,27.784416,27.814293,27.515535,27.605164,12.071553,4286090
1989-08-17,27.605164,27.664913,27.336281,27.425907,11.993161,4576041
1989-08-18,27.425907,27.605164,27.425907,27.515535,12.032356,5454681
1989-08-21,27.485661,27.575287,27.007648,27.007648,11.810259,5140044
1989-08-22,27.037523,27.216778,26.888145,27.157026,11.875582,6593984
1989-08-23,27.216778,27.276529,26.947897,27.246655,11.914778,4244250
1989-08-24,27.216778,27.754541,27.067400,27.724665,12.123813,10714387
1989-08-25,27.724665,27.844168,27.635038,27.754541,12.136875,5847558
1989-08-28,27.724665,28.232553,27.575287,28.202677,12.332839,7035814
1989-08-29,28.142925,28.292303,27.724665,27.814293,12.163001,5580619
1989-08-30,27.844168,28.083174,27.754541,27.933796,12.215261,6317003
1989-08-31,28.023422,28.113050,27.933796,27.993547,12.241397,3928776
1989-09-01,27.933796,28.262428,27.933796,28.053299,12.267522,4392363
1989-09-05,28.083174,28.381931,28.053299,28.142925,12.306710,7147527
1989-09-06,28.113050,28.113050,27.724665,27.903919,12.202196,4625830
1989-09-07,27.963671,27.963671,27.694790,27.784416,12.149934,4774781
1989-09-08,27.694790,27.814293,27.485661,27.724665,12.123813,4909506
1989-09-11,27.694790,27.814293,27.575287,27.784416,12.149934,3960574
1989-09-12,27.754541,28.023422,27.754541,27.933796,12.215261,4515373
1989-09-13,27.963671,28.083174,27.575287,27.575287,12.058487,6974728
1989-09-14,27.575287,27.694790,27.485661,27.664913,12.097672,4474788
1989-09-15,27.635038,27.784416,27.515535,27.605164,12.071553,8593099
1989-09-18,27.635038,27.754541,27.575287,27.754541,12.136875,3763090
1989-09-19,27.814293,27.844168,27.724665,27.724665,12.123813,4342992
1989-09-20,27.724665,27.814293,27.664913,27.724665,12.123813,4035050
1989-09-21,27.724665,28.023422,27.724665,27.754541,12.136875,4993604
1989-09-22,27.814293,27.933796,27.754541,27.844168,12.176067,3041768
1989-09-25,27.903919,28.172800,27.754541,27.784416,12.149934,4771852
1989-09-26,27.903919,28.142925,27.874044,28.083174,12.280581,5730825
1989-09-27,26.529636,26.888145,26.529636,26.649139,11.653487,23666796
1989-09-28,26.559511,26.589388,25.752869,26.051624,11.392195,16425129
1989-09-29,26.051624,26.141253,25.961998,26.111378,11.418330,9085556
1989-10-02,26.141253,26.230881,25.902246,25.961998,11.353006,6463862
1989-10-03,25.842495,25.872372,25.244982,25.334608,11.078652,12425643
1989-10-04,25.334608,25.872372,25.334608,25.872372,11.313814,12729820
1989-10-05,25.991875,26.081501,25.573614,25.693117,11.235429,7282252
1989-10-06,25.693117,25.842495,25.603489,25.693117,11.235429,5818689
1989-10-09,25.752869,26.111378,25.752869,26.111378,11.418330,3317912
1989-10-10,26.111378,26.141253,25.782743,25.872372,11.313814,4453868
1989-10-11,25.812620,25.872372,25.693117,25.752869,11.261552,4912434
1989-10-12,25.722992,25.752869,25.633366,25.722992,11.248487,4362238
1989-10-13,25.663240,25.812620,23.870699,24.378586,10.660587,10163773
1989-10-16,23.542065,25.752869,23.362810,24.617592,10.765105,22437537
1989-10-17,24.378586,24.587715,24.020077,24.438337,10.686722,12163306
1989-10-18,24.318834,24.617592,24.259083,24.318834,10.634457,6540847
1989-10-19,24.737095,25.185228,24.647467,24.886473,10.882687,9316094
1989-10-20,24.886473,25.005976,24.737095,24.916348,10.895750,8081814
1989-10-23,24.916348,25.035851,24.707218,24.737095,10.817365,6066800
1989-10-24,24.677341,24.976099,24.139580,24.617592,10.765105,8453772
1989-10-25,24.318834,24.557838,24.318834,24.348709,10.647529,4578551
1989-10-26,24.169455,24.318834,24.020077,24.079828,10.529948,7137486
1989-10-27,23.960325,24.109703,23.781071,23.870699,10.438491,8824474
1989-10-30,24.020077,24.079828,23.751196,23.781071,10.399302,4959714
1989-10-31,23.900574,24.229206,23.870699,23.960325,10.477691,7359656
1989-11-01,23.960325,23.990202,23.810946,23.900574,10.451560,7556722
1989-11-02,23.691444,23.810946,23.123804,23.392687,10.354757,11273788
1989-11-03,23.392687,23.631693,23.392687,23.542065,10.420880,4687754
1989-11-06,23.452438,23.452438,23.064054,23.093929,10.222512,8387246
1989-11-07,23.064054,23.362810,23.004301,23.273184,10.301855,6272234
1989-11-08,23.332935,23.422562,23.123804,23.123804,10.235734,6605699
1989-11-09,23.153681,23.303059,23.064054,23.273184,10.301855,6392734
1989-11-10,23.392687,23.571941,23.332935,23.452438,10.381201,5554678
1989-11-13,23.512190,23.631693,23.362810,23.482313,10.394432,5976426
1989-11-14,23.601816,23.721319,23.362810,23.422562,10.367977,7070542
1989-11-15,23.512190,23.542065,23.213432,23.392687,10.354757,5461375
1989-11-16,23.422562,23.482313,22.944551,23.213432,10.275408,7578479
1989-11-17,23.183556,23.840822,23.123804,23.691444,10.487004,9528223
1989-11-20,23.691444,23.751196,23.422562,23.601816,10.447326,5228745
1989-11-21,23.661568,23.840822,23.542065,23.781071,10.526673,4719134
1989-11-22,23.810946,24.020077,23.751196,23.930449,10.592795,4725410
1989-11-24,23.960325,24.079828,23.960325,23.990202,10.619240,2672739
1989-11-27,24.020077,24.079828,23.482313,23.751196,10.513448,5210754
1989-11-28,23.691444,23.751196,23.542065,23.631693,10.460553,4843817
1989-11-29,23.542065,23.571941,23.303059,23.362810,10.341527,4001996
1989-11-30,23.303059,23.452438,23.153681,23.332935,10.328307,4189439
1989-12-01,23.332935,23.452438,23.153681,23.213432,10.275408,6000693
1989-12-04,23.273184,23.781071,23.273184,23.721319,10.500232,8480550
1989-12-05,24.318834,24.348709,23.810946,23.810946,10.539900,9274673
1989-12-06,23.661568,23.721319,23.542065,23.571941,10.434105,5580619
1989-12-07,23.631693,23.721319,23.332935,23.422562,10.367977,5778941
1989-12-08,23.422562,23.452438,23.064054,23.153681,10.248961,5136278
1989-12-11,23.093929,23.123804,22.825048,22.974426,10.169616,7268445
1989-12-12,22.974426,23.183556,22.854923,23.183556,10.262190,8795186
1989-12-13,23.153681,23.273184,22.854923,22.914675,10.143163,5581038
1989-12-14,22.735420,22.825048,22.705545,22.735420,10.063819,5801116
1989-12-15,22.765297,22.765297,22.466539,22.705545,10.050597,12733167
1989-12-18,22.615917,22.765297,22.317162,22.376911,9.905121,8083070
1989-12-19,22.376911,22.765297,22.317162,22.645794,10.024144,9381365
1989-12-20,22.675669,22.735420,22.436663,22.615917,10.010918,6344199
1989-12-21,22.586042,22.795172,22.556166,22.735420,10.063819,7553794
1989-12-22,22.765297,22.884798,22.735420,22.795172,10.090269,4205338
1989-12-26,22.735420,22.825048,22.526291,22.586042,9.997697,2854325
1989-12-27,22.645794,22.795172,22.586042,22.645794,10.024144,4877289
1989-12-28,22.675669,22.735420,22.466539,22.496414,9.958021,4988583
1989-12-29,22.526291,22.615917,22.466539,22.496414,9.958021,6850882
1990-01-02,22.645794,23.452438,22.586042,23.422562,10.367977,7365514
1990-01-03,23.601816,23.781071,23.512190,23.631693,10.460553,9899344
1990-01-04,23.661568,23.990202,23.631693,23.900574,10.579568,10119841
1990-01-05,23.870699,24.288958,23.781071,23.840822,10.553126,7918220
1990-01-08,23.721319,24.109703,23.721319,23.990202,10.619240,4837959
1990-01-09,24.020077,24.199331,23.751196,23.751196,10.513448,7372208
1990-01-10,23.781071,23.900574,23.571941,23.661568,10.473773,6219098
1990-01-11,23.781071,23.990202,23.751196,23.870699,10.566345,6177258
1990-01-12,23.571941,23.721319,23.332935,23.392687,10.354757,5638777
1990-01-15,23.332935,23.512190,23.243307,23.452438,10.381201,4221238
1990-01-16,23.303059,23.990202,23.303059,23.930449,10.592795,8598538
1990-01-17,23.990202,24.109703,23.512190,23.631693,10.460553,9336596
1990-01-18,23.422562,23.810946,23.332935,23.781071,10.526673,7245014
1990-01-19,23.840822,23.870699,23.542065,23.571941,10.434105,6898161
1990-01-22,23.601816,23.691444,23.064054,23.093929,10.222512,7199409
1990-01-23,23.183556,23.482313,23.093929,23.123804,10.235734,6195249
1990-01-24,22.884798,23.392687,22.825048,23.303059,10.315075,10272138
1990-01-25,23.392687,23.392687,22.705545,22.914675,10.143163,7104850
1990-01-26,22.974426,23.243307,22.735420,23.153681,10.248961,7683498
1990-01-29,23.273184,23.362810,22.825048,23.243307,10.288635,5390666
1990-01-30,23.273184,23.332935,22.884798,23.243307,10.288635,9044553
1990-01-31,23.422562,23.571941,23.332935,23.571941,10.434105,8840792
1990-02-01,23.571941,23.840822,23.362810,23.362810,10.341527,7221166
1990-02-02,23.392687,23.601816,23.392687,23.512190,10.407653,6343362
1990-02-05,23.332935,23.870699,23.303059,23.810946,10.671153,5542963
1990-02-06,23.810946,24.229206,23.571941,24.139580,10.818435,11305168
1990-02-07,24.079828,24.796844,24.049952,24.647467,11.046042,12612250
1990-02-08,24.766970,24.826721,24.348709,24.557838,11.005878,8296872
